name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
purdue pete,8,North Carolina,Washington,44,$0.0,0.0%,0.0%,0.0%,13.76
stef,9,North Carolina,Washington,44,$0.0,0.0%,0.0%,0.0%,10.35
peninsular danny,10,North Carolina,Washington,44,$0.0,0.0%,0.0%,0.0%,12.0
jake,13,North Carolina,Washington,44,$0.0,0.0%,0.0%,0.0%,9.21
tyler,15,North Carolina,Washington,44,$0.0,0.0%,0.0%,0.0%,10.37

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
gully,11,Auburn,Kansas,45,$128.0,44.36%,29.0%,0.0%,1.82
liquorman,6,Auburn,Kansas,45,$105.68,32.36%,41.0%,0.0%,1.93
RF,12,Auburn,Kansas,45,$101.68,38.0%,12.0%,0.0%,2.3
bob,0,Auburn,Kansas,45,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,8.72
drew,2,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,10.53
liz,3,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,5.38
barb,4,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,13.48
chad,5,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,3.87
dave monkey,7,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,7.07
purdue pete,8,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,11.55
stef,9,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,11.86
peninsular danny,10,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,15.0
jake,13,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,8.22
terry,14,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,5.37
tyler,15,Auburn,Kansas,45,$0.0,0.0%,0.0%,0.0%,12.19

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Houston,Ohio St.,46,$210.8,80.0%,20.0%,0.0%,1.2
chad,5,Houston,Ohio St.,46,$99.2,20.0%,80.0%,0.0%,1.8
bob,0,Houston,Ohio St.,46,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,7.92
drew,2,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,11.76
liz,3,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,3.68
barb,4,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,6.62
dave monkey,7,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,5.99
purdue pete,8,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,14.0
stef,9,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,11.21
peninsular danny,10,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,13.0
gully,11,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,3.56
jake,13,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,9.19
terry,14,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,5.18
tyler,15,Houston,Ohio St.,46,$0.0,0.0%,0.0%,0.0%,9.81

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Kentucky,Wofford,47,$216.44,85.27%,8.0%,0.0%,1.2
gully,11,Kentucky,Wofford,47,$93.17,25.73%,47.36%,0.0%,2.0
chad,5,Kentucky,Wofford,47,$30.72,4.55%,31.36%,0.0%,2.61
bob,0,Kentucky,Wofford,47,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,6.42
drew,2,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,14.0
liz,3,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,4.99
barb,4,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,4.48
dave monkey,7,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,7.25
purdue pete,8,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,13.0
stef,9,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,9.83
peninsular danny,10,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,12.0
jake,13,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,9.49
terry,14,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,6.28
tyler,15,Kentucky,Wofford,47,$0.0,0.0%,0.0%,0.0%,10.65

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Duke,Virginia Tech,48,$248.0,100.0%,0.0%,0.0%,1.0
gully,11,Duke,Virginia Tech,48,$48.36,0.0%,78.0%,0.0%,2.23
chad,5,Duke,Virginia Tech,48,$13.64,0.0%,22.0%,0.0%,2.78
bob,0,Duke,Virginia Tech,48,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,8.0
drew,2,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,12.81
liz,3,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,5.3
barb,4,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,4.68
dave monkey,7,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,6.88
purdue pete,8,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,14.0
stef,9,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,10.8
peninsular danny,10,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,12.19
jake,13,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,9.19
terry,14,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,4.85
tyler,15,Duke,Virginia Tech,48,$0.0,0.0%,0.0%,0.0%,10.01

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
liquorman,6,Michigan St.,LSU,49,$163.79,61.55%,18.0%,0.0%,1.7
RF,12,Michigan St.,LSU,49,$97.96,36.0%,14.0%,0.0%,3.26
chad,5,Michigan St.,LSU,49,$29.65,6.55%,21.64%,0.0%,2.81
gully,11,Michigan St.,LSU,49,$26.43,0.0%,42.64%,0.0%,3.16
bob,0,Michigan St.,LSU,49,$10.0,0.0%,0.0%,100.0%,16.0
terry,14,Michigan St.,LSU,49,$1.24,0.0%,2.0%,0.0%,4.08
dave b.,1,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,8.91
drew,2,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,11.91
liz,3,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,6.06
barb,4,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,15.0
dave monkey,7,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,7.4
purdue pete,8,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,13.21
stef,9,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,11.05
peninsular danny,10,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,13.79
jake,13,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,9.82
tyler,15,Michigan St.,LSU,49,$0.0,0.0%,0.0%,0.0%,7.48

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Gonzaga,Florida St.,50,$248.0,100.0%,0.0%,0.0%,1.0
gully,11,Gonzaga,Florida St.,50,$42.78,0.0%,69.0%,0.0%,2.45
chad,5,Gonzaga,Florida St.,50,$13.02,0.0%,21.0%,0.0%,3.1
bob,0,Gonzaga,Florida St.,50,$10.0,0.0%,0.0%,100.0%,16.0
terry,14,Gonzaga,Florida St.,50,$6.2,0.0%,10.0%,0.0%,3.74
dave b.,1,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,8.0
drew,2,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,12.87
liz,3,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,5.76
barb,4,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,4.78
dave monkey,7,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,7.0
purdue pete,8,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,14.0
stef,9,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,11.0
peninsular danny,10,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,12.1
jake,13,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,9.39
tyler,15,Gonzaga,Florida St.,50,$0.0,0.0%,0.0%,0.0%,9.56

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Texas Tech,Michigan,51,$248.0,100.0%,0.0%,0.0%,1.0
chad,5,Texas Tech,Michigan,51,$28.86,0.0%,46.55%,0.0%,2.75
liquorman,6,Texas Tech,Michigan,51,$24.12,0.0%,38.91%,0.0%,2.85
gully,11,Texas Tech,Michigan,51,$17.64,0.0%,28.45%,0.0%,3.12
bob,0,Texas Tech,Michigan,51,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,8.24
drew,2,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,13.17
liz,3,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,4.97
barb,4,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,15.0
dave monkey,7,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,7.1
purdue pete,8,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,12.49
stef,9,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,10.77
peninsular danny,10,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,13.34
jake,13,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,9.42
terry,14,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,5.95
tyler,15,Texas Tech,Michigan,51,$0.0,0.0%,0.0%,0.0%,9.41

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Virginia,Oregon,52,$248.0,100.0%,0.0%,0.0%,1.0
chad,5,Virginia,Oregon,52,$62.0,0.0%,100.0%,0.0%,2.0
bob,0,Virginia,Oregon,52,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,5.88
drew,2,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,10.61
liz,3,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,5.32
barb,4,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,14.32
liquorman,6,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,7.64
dave monkey,7,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,6.94
purdue pete,8,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,14.28
stef,9,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,11.76
peninsular danny,10,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,12.55
gully,11,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,3.84
jake,13,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,9.84
terry,14,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,3.22
tyler,15,Virginia,Oregon,52,$0.0,0.0%,0.0%,0.0%,10.57

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Purdue,Tennessee,53,$167.63,61.0%,26.36%,0.0%,1.64
gully,11,Purdue,Tennessee,53,$96.72,29.0%,40.0%,0.0%,2.2
chad,5,Purdue,Tennessee,53,$54.79,10.0%,48.36%,0.0%,2.32
bob,0,Purdue,Tennessee,53,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,8.0
drew,2,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,12.59
liz,3,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,5.9
barb,4,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,4.36
dave monkey,7,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,7.0
purdue pete,8,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,14.0
stef,9,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,11.5
peninsular danny,10,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,11.82
jake,13,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,9.62
terry,14,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,4.29
tyler,15,Purdue,Tennessee,53,$0.0,0.0%,0.0%,0.0%,9.18

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Auburn,North Carolina,54,$232.44,91.73%,8.0%,0.0%,1.08
gully,11,Auburn,North Carolina,54,$71.47,10.73%,72.36%,0.0%,2.06
liquorman,6,Auburn,North Carolina,54,$13.87,0.0%,22.36%,0.0%,3.03
bob,0,Auburn,North Carolina,54,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,7.75
drew,2,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,11.83
liz,3,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,5.59
barb,4,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,15.0
chad,5,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,3.76
dave monkey,7,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,7.22
purdue pete,8,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,12.63
stef,9,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,11.09
peninsular danny,10,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,14.0
jake,13,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,9.0
terry,14,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,5.34
tyler,15,Auburn,North Carolina,54,$0.0,0.0%,0.0%,0.0%,10.41

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Kentucky,Houston,55,$166.78,60.0%,29.0%,0.0%,1.51
gully,11,Kentucky,Houston,55,$100.44,31.0%,38.0%,0.0%,2.0
chad,5,Kentucky,Houston,55,$42.78,9.0%,33.0%,0.0%,2.49
bob,0,Kentucky,Houston,55,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,8.0
drew,2,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,13.58
liz,3,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,5.23
barb,4,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,4.38
dave monkey,7,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,7.0
purdue pete,8,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,13.42
stef,9,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,10.11
peninsular danny,10,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,12.0
jake,13,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,9.52
terry,14,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,5.37
tyler,15,Kentucky,Houston,55,$0.0,0.0%,0.0%,0.0%,10.37

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Michigan St.,Duke,56,$248.0,100.0%,0.0%,0.0%,1.0
chad,5,Michigan St.,Duke,56,$62.0,0.0%,100.0%,0.0%,2.0
bob,0,Michigan St.,Duke,56,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,8.0
drew,2,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,12.03
liz,3,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,5.92
barb,4,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,4.0
dave monkey,7,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,7.0
purdue pete,8,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,13.81
stef,9,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,11.0
peninsular danny,10,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,12.96
gully,11,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,3.35
jake,13,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,10.0
terry,14,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,4.18
tyler,15,Michigan St.,Duke,56,$0.0,0.0%,0.0%,0.0%,9.0

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Texas Tech,Gonzaga,57,$248.0,100.0%,0.0%,0.0%,1.0
chad,5,Texas Tech,Gonzaga,57,$45.99,0.0%,74.18%,0.0%,2.26
gully,11,Texas Tech,Gonzaga,57,$20.57,0.0%,33.18%,0.0%,2.67
bob,0,Texas Tech,Gonzaga,57,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,8.0
drew,2,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,13.34
liz,3,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,5.24
barb,4,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,4.25
dave monkey,7,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,7.0
purdue pete,8,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,13.01
stef,9,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,10.85
peninsular danny,10,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,12.65
jake,13,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,9.23
terry,14,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,5.28
tyler,15,Texas Tech,Gonzaga,57,$0.0,0.0%,0.0%,0.0%,9.92

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Virginia,Purdue,58,$248.0,100.0%,0.0%,0.0%,1.0
chad,5,Virginia,Purdue,58,$62.0,0.0%,100.0%,0.0%,2.0
bob,0,Virginia,Purdue,58,$10.0,0.0%,0.0%,100.0%,16.0
dave b.,1,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,4.9
drew,2,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,12.0
liz,3,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,5.1
barb,4,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,15.0
liquorman,6,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,6.7
dave monkey,7,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,7.71
purdue pete,8,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,13.4
stef,9,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,10.5
peninsular danny,10,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,13.6
gully,11,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,3.4
jake,13,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,9.28
terry,14,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,5.05
tyler,15,Virginia,Purdue,58,$0.0,0.0%,0.0%,0.0%,10.22

name,userId,winner,loser,game_id,avg money,first%,second%,last%,avg place
RF,12,Auburn,Kentucky,59,$248.0,100.0%,0.0%,0.0%,1.0
gully,11,Auburn,Kentucky,59,$46.05,0.0%,74.27%,0.0%,2.65
liquorman,6,Auburn,Kentucky,59,$21.14,0.0%,34.09%,0.0%,2.85
bob,0,Auburn,Kentucky,59,$10.0,0.0%,0.0%,100.0%,16.0
chad,5,Auburn,Kentucky,59,$9.58,0.0%,15.45%,0.0%,3.34
terry,14,Auburn,Kentucky,59,$4.51,0.0%,7.27%,0.0%,4.62
dave b.,1,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,8.0
drew,2,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,11.71
liz,3,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,6.0
barb,4,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,15.0
dave monkey,7,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,7.0
purdue pete,8,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,13.93
stef,9,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,11.17
peninsular danny,10,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,12.78
jake,13,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,9.08
tyler,15,Auburn,Kentucky,59,$0.0,0.0%,0.0%,0.0%,10.06

